央视,#genre#
CCTV13,https://api.livednow.org/migu/608807423?sign=gAAAAABnJcJqWcv58U6OGzQabwzd_fRQdYIiL56pNYvWDLYx8OqIYIZTaT5ceZHRyt06wODism6P1aOwUkuZhiEfldQ55DPEyxVt51QPQHSDakx6DZ2ucwlxwe6nUNX83Y9VomRK3nxUdOy7T5XXGKyCDKucirezIa1eLScwKqq2ONtkQFwIsf7M2R3c5RDB5YQ6uMRY3eA0hSaiRTacGYQSjA_U1rUG5g%3D%3D

CCTV14,https://api.livednow.org/migu/624878440?sign=gAAAAABnJcJqbiZjvH8WPpn2MSC9d1plZ1uK5RoepfZ6jSSLDNY5MEkVmC6AeWa4kDMXAhPgpPm331nzJkqByvIwyJ1nvMCSyjAqVA9m3RE7fIRDF80f2H3UCJLesDEifymvAsoH5oyavOgYS4KyiZ0tkA_xHI22m-bhjRbDPbkfrr9U1pLOLTTNKxCBVpne91De96PBMhcK7JpHMEqngGthOBNZS4YfMg%3D%3D

CCTV15,https://api.livednow.org/migu/673168223?sign=gAAAAABnJcJqidnXewNhy-gri2ybb9iscI03y5nc62Syy1VqIhpbG4NsKVFHcgll52_xUKgwrWb5UR4xUTuxZnXcZ0qybFuneRF7vganvFXXcsbCxEG1p3RlEZw2hsCJ2G64570EsLkHymrjb0T7NBsJQyYJplJRLJFEd2gRpP40XLLJYTwJTmIC9b2eeLAZy4YEIn8-g7uBCctAPZtXqq8lS4vOcoHLSQ%3D%3D

CCTV17,https://api.livednow.org/migu/673168256?sign=gAAAAABnJcJqaH7zxsZ2sHzgLIrp3fHULs5VLTwRm5kvc_YZnCZDZdFCwKXL_yaXA5nFcCZPD0omVJwDapyQUilo6R4kQgEmlWfnDyA0UbxOdEjCzJ9SHIiV_53r4aaArZ0IL_Aq0Mhm7cM6wcQ1EeLovgqiDPnCeUF2j3_KgX74Wh-ZpYuDKkQNsfBaJ1_P09_8SukvS2dsHXG-Tkr2RbVUU9z4qmS7iw%3D%3D

CCTV5+,https://api.livednow.org/migu/641886773?sign=gAAAAABnJcJqTze6PuXdG9BEej5eW4BLImQigfoMaUf8uqVsrTWU2XPcpNAQkBcD0muMqEF9LzvxjIx7EBojiQbkHBD5j0Jhgf5-rBwl8jU3IJw5gsTQ2K6WngtWzyYcEmpoNgChlKkREdafyGUHTP8U4-G_ggVp1wP9_OuDXbCnXAQZKWP8e_nvjKVAHWsAfsrkcP2wHVy9aBq_REPOhp0w5W60Na3IcQ%3D%3D

CCTV4欧洲,https://api.livednow.org/migu/608807419?sign=gAAAAABnJcJqqvN9kTkAiHC8GdaGGmmbLi62YsEYOIuOPI9Lac2D2d4KyQai_cbU9d1Blh-fo0li6MavI-f58Er_gvlCd7t5C35cmlxT7M-_SLOpCAeJgeSr4BD0t2Qt_Lrj7ZNsq8dCuNIPRnB-w0rJUjAiBMu0RFBQJ30fHcImYBrTGcTWrqXF53LpJSl0ymgtMaVrO9Y-HiqIUJkzyN8e6BTQQykZiQ%3D%3D

CCTV4美洲,https://api.livednow.org/migu/608807416?sign=gAAAAABnJcJqws7IJW3h6BlGge9WIDW3Fy0FRiXV5z_xNzVGu8g8B-0qw7tvyNyCVut8pWQCvFvKbhe1hY8cYKFLnYEBy0nIPd9wQZ407ZVV5Ca7zzDKkBo_MoXzKATjpoRRMIpGgGGhNcq4KIeU-5Wtu25PoFpJqE2csWr4hhqYu1_-DhfSOhUE6aePTI8INh7crU01j-d217PMhlw6fqS0cRoIqdQ3Ww%3D%3D

CCTV1,http://kxrj.site:8081/8647/mg.php?id=cctv1
CCTV2,http://kxrj.site:8081/8647/mg.php?id=cctv2
CCTV3,http://kxrj.site:8081/8647/mg.php?id=cctv3
CCTV4,http://kxrj.site:8081/8647/mg.php?id=cctv4
CCTV5,http://kxrj.site:8081/8647/mg.php?id=cctv5
CCTV6,http://kxrj.site:8081/8647/mg.php?id=cctv6
CCTV7,http://kxrj.site:8081/8647/mg.php?id=cctv7
CCTV8,http://kxrj.site:8081/8647/mg.php?id=cctv8
CCTV9,http://kxrj.site:8081/8647/mg.php?id=cctv9
CCTV10,http://kxrj.site:8081/8647/mg.php?id=cctv10
CCTV11,http://kxrj.site:8081/8647/mg.php?id=cctv11
CCTV12,http://kxrj.site:8081/8647/mg.php?id=cctv12
CCTV13,http://kxrj.site:8081/8647/mg.php?id=cctv13
CCTV14,http://kxrj.site:8081/8647/mg.php?id=cctv14
CCTV15,http://kxrj.site:8081/8647/mg.php?id=cctv15
CCTV17,http://kxrj.site:8081/8647/mg.php?id=cctv17
CCTV5+,http://kxrj.site:8081/8647/mg.php?id=cctv5p
CCTV4欧洲,http://kxrj.site:8081/8647/mg.php?id=cctv4o
CCTV4美洲,http://kxrj.site:8081/8647/mg.php?id=cctv4a

CCTV1,http://182.92.109.190:1668/migu720/migu720.php?id=cctv1
CCTV2,http://182.92.109.190:1668/migu720/migu720.php?id=cctv2
CCTV3,http://182.92.109.190:1668/migu720/migu720.php?id=cctv3
CCTV4,http://182.92.109.190:1668/migu720/migu720.php?id=cctv4
CCTV5,http://182.92.109.190:1668/migu720/migu720.php?id=cctv5
CCTV6,http://182.92.109.190:1668/migu720/migu720.php?id=cctv6
CCTV7,http://182.92.109.190:1668/migu720/migu720.php?id=cctv7
CCTV8,http://182.92.109.190:1668/migu720/migu720.php?id=cctv8
CCTV9,http://182.92.109.190:1668/migu720/migu720.php?id=cctv9
CCTV10,http://182.92.109.190:1668/migu720/migu720.php?id=cctv10
CCTV11,http://182.92.109.190:1668/migu720/migu720.php?id=cctv11
CCTV12,http://182.92.109.190:1668/migu720/migu720.php?id=cctv12
CCTV13,http://182.92.109.190:1668/migu720/migu720.php?id=cctv13
CCTV14,http://182.92.109.190:1668/migu720/migu720.php?id=cctv14
CCTV15,http://182.92.109.190:1668/migu720/migu720.php?id=cctv15
CCTV17,http://182.92.109.190:1668/migu720/migu720.php?id=cctv17
CCTV5+,http://182.92.109.190:1668/migu720/migu720.php?id=cctv5p
CCTV4欧洲,http://182.92.109.190:1668/migu720/migu720.php?id=cctv4o
CCTV4美洲,http://182.92.109.190:1668/migu720/migu720.php?id=cctv4a

CCTV1,http://183.94.146.109:2222/tsfile/live/0001_1.m3u8
CCTV2,http://183.94.146.109:2222/tsfile/live/0002_1.m3u8
CCTV3,http://183.94.146.109:2222/tsfile/live/0003_1.m3u8
CCTV4,http://183.94.146.109:2222/tsfile/live/0004_1.m3u8
CCTV5,http://183.94.146.109:2222/tsfile/live/0005_1.m3u8
CCTV6,http://183.94.146.109:2222/tsfile/live/0006_1.m3u8
CCTV7,http://183.94.146.109:2222/tsfile/live/0007_1.m3u8
CCTV8,http://183.94.146.109:2222/tsfile/live/0008_1.m3u8
CCTV9,http://183.94.146.109:2222/tsfile/live/0009_1.m3u8
CCTV10,http://183.94.146.109:2222/tsfile/live/0010_1.m3u8
CCTV11,http://183.94.146.109:2222/tsfile/live/0011_1.m3u8
CCTV12,http://183.94.146.109:2222/tsfile/live/0012_1.m3u8
CCTV13,http://183.94.146.109:2222/tsfile/live/0013_1.m3u8
CCTV14,http://183.94.146.109:2222/tsfile/live/0014_1.m3u8
CCTV15,http://183.94.146.109:2222/tsfile/live/0015_1.m3u8
CCTV5+,http://183.94.146.109:2222/tsfile/live/0016_1.m3u8

CCTV1,http://27.155.54.73:4001/rtp/239.61.3.61:9884
CCTV3,http://27.155.54.73:4001/rtp/239.61.3.34:9722
CCTV4,http://27.155.54.73:4001/rtp/239.61.2.206:9224
CCTV5,http://27.155.54.73:4001/rtp/239.61.3.35:9728
CCTV6,http://27.155.54.73:4001/rtp/239.61.3.36:9734
CCTV7,http://27.155.54.73:4001/rtp/239.61.2.175:9038
CCTV8,http://27.155.54.73:4001/rtp/239.61.3.37:9740
CCTV9,http://27.155.54.73:4001/rtp/239.61.2.172:9020
CCTV10,http://27.155.54.73:4001/rtp/239.61.2.176:9044
CCTV11,http://27.155.54.73:4001/rtp/239.61.2.21:8120
CCTV12,http://27.155.54.73:4001/rtp/239.61.2.177:9050
CCTV13,http://27.155.54.73:4001/rtp/239.61.2.23:8132
CCTV14,http://27.155.54.73:4001/rtp/239.61.2.178:9056
CCTV15,http://27.155.54.73:4001/rtp/239.61.2.25:8144
CCTV17,http://27.155.54.73:4001/rtp/239.61.3.9:9572
CCTV5+,http://27.155.54.73:4001/rtp/239.61.2.171:9014


卫视,#genre#

湖南卫视,http://27.155.54.73:4001/rtp/239.61.2.31:8180
湖北卫视,http://27.155.54.73:4001/rtp/239.61.2.120:8714
浙江卫视,http://27.155.54.73:4001/rtp/239.61.2.29:8168
江苏卫视,http://27.155.54.73:4001/rtp/239.61.2.30:8174
东方卫视,http://27.155.54.73:4001/rtp/239.61.2.28:8162
东南卫视,http://27.155.54.73:4001/rtp/239.61.2.132:8708
广东卫视,http://27.155.54.73:4001/rtp/239.61.2.33:8192
深圳卫视,http://27.155.54.73:4001/rtp/239.61.3.46:9794
北京卫视,http://27.155.54.73:4001/rtp/239.61.2.32:8186
天津卫视,http://27.155.54.73:4001/rtp/239.61.2.180:9068
河南卫视,http://27.155.54.73:4001/rtp/239.61.2.59:8348
安徽卫视,http://27.155.54.73:4001/rtp/239.61.2.248:9476

湖南卫视, http://183.94.146.109:2222/tsfile/live/0018_1.m3u8
湖北卫视, http://183.94.146.109:2222/tsfile/live/0017_1.m3u8
浙江卫视, http://183.94.146.109:2222/tsfile/live/1002_1.m3u8
江苏卫视, http://183.94.146.109:2222/tsfile/live/1001_1.m3u8
东方卫视, http://183.94.146.109:2222/tsfile/live/0107_1.m3u8
东南卫视, http://183.94.146.109:2222/tsfile/live/1006_1.m3u8
广东卫视, http://183.94.146.109:2222/tsfile/live/1004_1.m3u8
深圳卫视, http://183.94.146.109:2222/tsfile/live/1005_1.m3u8
北京卫视, http://183.94.146.109:2222/tsfile/live/1000_1.m3u8
安徽卫视, http://183.94.146.109:2222/tsfile/live/1003_1.m3u8

东方卫视,https://api.livednow.org/migu/651632648?sign=gAAAAABnJcJqfu_kycy2Gb7eSdGQsamAhYXBlu-AYscNkoPGIfbg7gL756Lncv79Ps4ODzMedp1aFAj7uzaOHkAyBq06sQxNlk9g1nD1262R71fcdc7jvGxJemrvJ0Oak_Z16R_xYQdxRXo1hlbrCfTZO_RJIH10M7lQqOJHy6t68nakZVZ6sWXP2FPgP2hXaVKd9wu8yeDjxau2iqKexh5WBPlQ6hhAFA%3D%3D
江苏卫视,https://api.livednow.org/migu/623899368?sign=gAAAAABnJcJqRqI051KXILLz-XtpXbmEXLRGs-Yttth90tUl-tH72dTMSRz5XSe39WHDnCr1uKjzpLzf-XqtGUIa-paJf3cDV1e-mJlqBCGc_ax_4pRulP6_2Jlc_SuTukDjaZs39go_UqkCqJgB8UAhhLbgibqSnuQrBTo4CkvfDCxfpsC0EXRHon4Pev7oJWFEMzDPrhcce4fsv356rgkUiSMuuBAzAw%3D%3D
广东卫视,https://api.livednow.org/migu/608831231?sign=gAAAAABnJcJqYcJMord5t6sSAZC5m7v96UZ6Ea3WOtse7W_BquKqMmYGSh_UXVG5Wouvctg5Og0WjnXvLEz7Z7KmtqPExzi5EiaSHMY7LuMA8mog-i8BrvjD9r9fikY5LnFg4lU6jvjeDgyzEeziiUxW45I16rki3ib8vwaDTBVvTFX7H3RhkaWBYQbzclSmWhz4TBsBy3jnQxnxhV1KkAQOyQLL2GYhkw%3D%3D
湖北卫视,https://api.livednow.org/migu/738906825?sign=gAAAAABnJcJqKQRd7CS3pk7T0oe-jdNPxgJMyiZoPVRnbmv_IbK9koQZf32EgjFFCiEXqL4IXCnWyIaEuCmqxVNsBOQTIfaHM11IVchAHo4fZfQDVy5O7WNEHwMhK7DKJ5KlnIetRjJM7Emho9soMEYdRhTfzufHG-iUjz7CegJ_e5AKCaTCCYDJttiaZciJOCbCaWjAIMfx_PmomLPvKyNinANdp0vlxg%3D%3D

浙江卫视, https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
东方卫视,http://kxrj.site:8081/8647/mg.php?id=dfws
江苏卫视,http://kxrj.site:8081/8647/mg.php?id=jsws
广东卫视,http://kxrj.site:8081/8647/mg.php?id=gdws
湖北卫视,http://kxrj.site:8081/8647/mg.php?id=hubws

港澳,#genre#

凤凰卫视,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8

凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx

凤凰卫视,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8

凤凰卫视,http://kxrj.site:8081/9653/fh.php?id=fhzw
凤凰资讯,http://kxrj.site:8081/9653/fh.php?id=fhzx
凤凰香港,http://kxrj.site:8081/9653/fh.php?id=fhhk

香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193

翡翠台,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3

明珠台,http://caocaocaocao.hg16888.vip/mytvsuper/P
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8

星河台,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
星河台,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8
星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
星河台,https://www.mytvsuper.xyz/tvb/xinghe/xinghe.m3u8

爆谷台,https://www.mytvsuper.xyz/1/baogutai/baogu.m3u8
爆谷台,http://aktv.top/AKTV/live/aktv2/null/AKTV.m3u8
爆谷台,http://205.185.123.236:8899/1/baogutai/stream.m3u8

星影台,https://www.mytvsuper.xyz/1/xingyingtai/xingying.m3u8
星影台,http://205.185.123.236:8899/1/now/stream.m3u8

TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8

中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
华视,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv001
台视,http://litv.zapi.us.kg/?id=4gtv-4gtv002

澳门资讯,http://61.244.22.5/ch5/info_ch5.live/playlist.m3u8
澳门资讯,https://tdm.yeslivetv.com/ch5/info_ch5.live/playlist.m3u8
澳门资讯,https://tdm.yeslivetv.com/ch5/info_ch5.live/chunklist_w642556008.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
CCTV,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
CGTN,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8

国际,#genre#

BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152
亚洲新闻,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
无限新闻,http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
寰宇新闻,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
娱乐新闻,http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
日本新闻,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
日经新闻,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
德国新闻,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
德国新闻,http://37.27.111.214:8080/live/46/hls.m3u8
法国新闻,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
英国新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
金砖英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
乌克兰台,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
泰国新闻,http://news1.live14.com/stream/news1_hi.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
俄罗斯台,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

影视,#genre#

豆瓣TOP,http://zzy789.xyz/douyu1.php?id=8770422

美亚电影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
amc电影,http://61.221.215.25:8800/hls/43/index.m3u8
PopC电影,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
RockAction,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
龙华经典,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龙华日韩,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龙华电影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
千禧经典,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8

CHC动作电影,http://183.94.146.109:2222/tsfile/live/1019_1.m3u8
CHC动作电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcdzdy
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D

CHC家庭影院,http://183.94.146.109:2222/tsfile/live/1018_1.m3u8
CHC家庭影院,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D

CHC影迷电影,http://183.94.146.109:2222/tsfile/live/1020_1.m3u8
CHC影迷电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcymdy
CHC影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D

Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
澳门莲花,http://php.jdshipin.com:8880/amlh.php

邵氏电影,http://maomao.kandiantv.cn/douyu1.php?id=4246519

邵氏电影,https://live.metshop.top/douyu/4246519
斗鱼轮播1,https://live.metshop.top/douyu/426517
斗鱼轮播2,https://live.metshop.top/douyu/1274132
虎牙轮播1,http://diyp.zxxoo.work/huya/11602043
虎牙轮播2,http://diyp.zxxoo.work/huya/11602041
星爷,http://diyp.zxxoo.work/huya/11336587
成龙,http://diyp.zxxoo.work/huya/11342386
英叔,http://43.136.119.99/yy.php?id=1351505899&uid=1150685483
漫威,http://diyp.zxxoo.work/huya/11602034

剧集,#genre#
陈翔六点半,http://diyp.zxxoo.work/huya/11274154
爱情公寓,http://diyp.zxxoo.work/huya/11336726
寻秦记,http://159.75.85.63:35455/yy/1382851591
封神榜,http://159.75.85.63:35455/huya/23749096
鹿鼎记,http://159.75.85.63:35455/huya/23865080
西游记Ⅰ,http://159.75.85.63:35455/yy/1354936155
西游记后传,http://159.75.85.63:35455/yy/1382736846
天下第一,http://159.75.85.63:35455/yy/1382736838
仙剑奇侠传Ⅰ,http://159.75.85.63:35455/yy/1382749903
大江大河,http://159.75.85.63:35455/yy/1382736797
新三国,http://159.75.85.63:35455/huya/11352944
新水浒,http://159.75.85.63:35455/huya/11342384
少年张三丰,http://159.75.85.63:35455/huya/26355824
少年包青天1,http://159.75.85.63:35455/yy/1356043677
少年包青天2,http://159.75.85.63:35455/yy/38498680
少年包青天3,http://159.75.85.63:35455/yy/1382851540
